"uuid","name","description","class","shortname","child.1","child.2","child.3","child.4","child.5","child.6","child.7","child.8","child.9","child.10","child.11","child.12","child.13","child.14","child.15","child.16","child.17","child.18","child.19","child.20","child.21","child.22","child.23","child.24","child.25","child.26","child.27","child.28","child.29","child.30","child.31","child.32","child.33","child.34","child.35","child.36","child.37","child.38","child.39","child.40","child.41","child.42","child.43","child.44","child.45","child.46","child.47","child.48","child.49","child.50","child.51","child.52","child.53","child.54","child.55","child.56","child.57","child.58","child.59","child.60","child.61","child.62","child.63","child.64","child.65","child.66","child.67","child.68","reference-term-source","reference-term-code","reference-term-relationship"
"9fa4d40f-5e57-472e-9e49-a6374fc8b575","Clinical Examination Protocol for Lower Limb Radiculopathy",,"Misc",,"Check For Sensations Along Each Dermatome","Check Built, Tone, Power, Reflex Along Each Dermatome","Palpate Bilateral Dorsalis Pedis And Posterior Tibial Artery","Low back ache Check Bilateral EHL and Tib Ant","Check Heel Walking And Toe Walking","Low Back Ache Elicit Gore’s Sign","Sit in ‘palthi’ position","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c1926a20-6461-448a-b608-c783b3527186","BASELINE",,"Misc","Baseline","PAIN SCORE","FUNCTIONAL STATUS","PROCEDURE","MEDS","ADVERSE EVENTS/EFFECTS","MISC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"5e484e91-8014-4618-9da7-d6bfc36e70d6","7 DAYS",,"Misc","7 Days","PAIN SCORE","FUNCTIONAL STATUS","PROCEDURE","MEDS","ADVERSE EVENTS/EFFECTS","MISC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e880bb81-c9a3-4b0c-966a-48996650608b","Back ache 1 MONTH",,"Misc","1 Month","PAIN SCORE","FUNCTIONAL STATUS","PROCEDURE","MEDS","ADVERSE EVENTS/EFFECTS","MISC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e89977af-7f41-49a0-aa33-622b5e9f70db","Back ache 3 MONTHS",,"Misc","3 Months","PAIN SCORE","FUNCTIONAL STATUS","PROCEDURE","MEDS","ADVERSE EVENTS/EFFECTS","MISC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"78ba01b3-b945-48e0-b6b4-7cadc2323f75","Back ache 6 MONTHS",,"Misc","6 Months","PAIN SCORE","FUNCTIONAL STATUS","PROCEDURE","MEDS","ADVERSE EVENTS/EFFECTS","MISC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2d9c46c1-99d2-48fc-92fc-82c4a9ed2401","Follow-Up",,"Misc",,"BASELINE","7 DAYS","Back ache 1 MONTH","Back ache 3 MONTHS","Back ache 6 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4703e4e0-09a6-4c96-af17-3569878b7f5d","PROFORMA FOR EVALUATION OF LOW BACK ACHE",,"Misc","Low Back Ache","Pain in the","Duration of pain","Now aggravated for","Any predisposing event","Pain is mainly","if pain in the back,is the pain","Is the patient able to","If the back pain is central, is it","If the back pain is central does it increase in","If the back pain is central does it increase in 2","If the back pain is central does it increase in 3","If the pain is in the leg does it","If the leg pain is up to the knee is it","If the leg pain is below the knee is it","Is the leg pain","Does the leg pain (or numbness) aggravate on","ASSESSING SEVERITY OF STENOSIS","Clinical Examination Protocol for Low Back Ache","Clinical Examination Protocol for Lower Limb Radiculopathy","Follow-Up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2c1f09e7-91ae-4c7a-a387-68e302f2dcba","Basic Details",,"Misc",,"basic details Height","basic details Weight","basic details BMI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"1f27672f-80ad-464e-8f5a-625c5ae736dd","SYMPTOMS AND DURATIONS",,"Misc",,"Bloating after meals","Difficulty Swallowing","SYMPTOMS AND DURATIONS Weight Loss","Pain in Abdomen","SYMPTOMS AND DURATIONS Vomiting","Blood in Vomitus / Stool","Others (if any)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e14a2370-28ea-4f18-b06c-d4e732801e59","Diagnosis (Site)",,"Misc",,"Gastro-Oesophageal Junction (Siewert classification)","Stomach","Stomach Notes","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"9681cf47-8f8e-413c-a478-6f2644196e43","Diagnosis (histology)",,"Misc",,"Lauren’s Classification","Diagnosis (histology)  HPE","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"fffa79eb-1286-4313-9563-83e26eb5e635","HER2",,"Misc",,"HER2 Score","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4ffbd47e-81dc-4caa-be6e-cdf2e3159790","Pre Treatment Stage",,"Misc",,"Pre Treatment stage T","Pre Treatment stage N","Pre Treatment stage M","Stage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"14c3378f-cf63-498e-8c51-53b8f9a73a79","Pre op Investigations",,"Misc",,"HB","HB Date","TLC","TLC Date","Plt","Plt Date","S Albumin","S Albumin Date","Pre op Investigations Other","Cytology (ascetic fluid)","Cytology (ascetic fluid) Date","UGIE","UGIE Date","Pre op Investigations  CT","Pre op Investigations CT Date","Pre op Investigations X-Ray","Pre op Investigations X-Ray Date","Pre op Investigations USG","Pre op Investigations USG Date","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e5d3fb2c-57dc-43cd-a109-24e3354a94bd","Procedure Detail",,"Misc",,"Procedure Detail  Date","HER2 Procedure","Procedure Detail Procedure performed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b4e55120-55c2-44fc-b367-311206f2b80c","Treatment Detail",,"Misc",,"Treatment Intent","Plan of Treatment","Procedure Detail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"42f5f59b-5153-42a6-9f50-8b019f721eca","Follow Up",,"Misc",,"HER2 Date","HER2 Weight","Symptoms (if any)","Current Disease","Follow up ECOG Performance Scale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"51f7260d-035a-4030-8d37-45162ae13f68","HER2 NEU Gastric Cancer",,"Misc","HER2/NEU Gastric Cancer","Basic Details","SYMPTOMS AND DURATIONS","ECOG (WHO) Performance Scale","Diagnosis (Site)","Diagnosis (histology)","HER2","Pre Treatment Stage","History of Prior Chemo Radio Therapy","Comorbidities (if any)","Pre op Investigations","Treatment Detail","Follow Up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"5d02eee7-a189-4390-be84-6586f02cfc80","Admission Discharge Details",,"Misc",,"Date of Admission","Date of Discharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"7b1f5971-e920-4097-b19e-9916c43aa8df","Nutritional Status (in case of children)",,"Misc",,"Weight for Age","Weight for Height","Leg length / relative leg length","Head Circumference","Serum Zinc","Length / height for age","BMI for age","Mid upper arm circumference","Skin fold thickness","Serum B12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6b9d95c6-1376-40ad-afb7-e9aecf06b514","Blood Loss - If yes",,"Misc",,"Volume (ml)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f1b61392-8b30-4956-a756-03fc427d6423","Surgery related details",,"Misc",,"Name of Operative Procedure","Type of Surgery","Type of Anesthesia","Operation Date / Time","Surgeon","ASA grade","SSI Blood Transfusion","Blood Transfusion - If yes","Blood Loss","Blood Loss - If yes","Other intra op complications if any","Surgery Type","Drain","Drain type (if applicable)","Associated Risk Factors","Surgical Wound Class","Pre-op shaving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"70e3c4bf-9804-4219-b031-aef7230cdd92","Readmitted for SSI - If yes",,"Misc",,"Date of readmission","Readmitted for SSI Discharge Date","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a3d600a2-ed47-43ad-a720-c8b9023455a6","Detection of SSI",,"Misc",,"Clinical Criteria","Clinical Criteria - Others (specify)","Time of Detection","SSI present or absent based on clinical criteria","Readmitted for SSI","Readmitted for SSI - If yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a524726c-f30b-4a83-bed7-7e74172904e8","Superficial SSI (skin/subcutaneous), e.g. cellulitis",,"Misc",,"Any one of the following","If either of the following two","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"638d9b18-845f-44e8-93ed-9cd8339c94ab","If This Is Present",,"Misc",,"Organism identified (Gram stain and if culture done)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"91f0605d-2563-4779-aa69-630cb3cbfe2b","Deep SSI (fascia/muscle), e.g. deep abscess",,"Misc",,"If Any One Is Positive","If This Is Present","One of the following should be present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"9b8cb32d-e431-48d0-9d10-8e096c7312db","Organ/space SSI - Deeper than fascia/muscle; e.g. endometritis (organ), peritonitis (space)",,"Misc",,"One of the following should be positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"090e6bc3-da11-4662-ba7b-94c2e80572c8","Type of SSI",,"Misc",,"Superficial SSI (skin/subcutaneous), e.g. cellulitis","Deep SSI (fascia/muscle), e.g. deep abscess","Organ/space SSI - Deeper than fascia/muscle; e.g. endometritis (organ), peritonitis (space)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"38e46e44-8763-4dd5-86f6-e6cd8f7ddc93","Microbiology culture results",,"Misc",,"Specimen taken","Organism(s) identified","Antibiotic resistance","Antibiotic sensitivities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"184953ba-f603-436c-b876-d1b46e71fdd3","Surgical Site Infection Template",,"Misc","Surgical Site Infection","Admission Discharge Details","Nutritional Status (in case of children)","Surgery related details","Detection of SSI","Type of SSI","Other surgical complications","Patient Death Date","Cause of death","Any other complications post-op related to specific surgeries","Any other complications post-op related to specific surgeries - Others (Specify)","Microbiology culture results","Date form completed","Database Entry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a1ce18ed-aeea-48b2-a0a7-83f2c57cfb02","For baby",,"Misc",,"For baby Weight gain","Feeding well","Any top feeds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c3ebebd0-49b9-4469-b4a3-f452c0c266bc","Medical Complicated Pregnancy Followup Template",,"Misc","Medical Complicated Pregnancy - Followup","Date of delivery","Any Symptoms","How is the bonding with the child","For baby","Any hospitalisation after birth for following reason","Any neonatal death","Any neonatal death - if yes reason","Has the baby received all the vaccines recommended so far","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"00a3b4bf-6fa6-4b4d-a1d2-4b4b888b5bf1","EPTB, Duration",,"Misc","Duration","EPTB Fever","EPTB Anorexia","EPTB Night Sweats","EPTB Weight loss","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"9e9f79e4-c5ab-458d-89ce-f781d183dad4","Constitutional Symptoms",,"Misc",,"EPTB, Duration","EPTB Family History","EPTB Follow Up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"23739b9a-7f9f-4bee-9b1c-4df9c87fa838","Problem & information related to difficulties",,"Misc",,"Symptoms started and time duration","Alternative Healing Practices","First Contact at Health Facility","Already visited before coming here Health Facilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f42fe004-2e19-41f9-be5c-c83224643488","EPTB, Diagnosis (Site)",,"Misc","Diagnosis (Site)","Tuberculosis, Extrapulmonary Site","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"aa5a5453-8e08-42f1-9d30-471bf31df260","Presumed Diagnosis of EPTB",,"Misc",,"Clinical Signs and Symptoms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"0db8fedc-9912-4d03-92de-767bdfb9b214","Diagnosis (Presumed/Confirmed)",,"Misc",,"Presumed Diagnosis of EPTB","Clinical diagnosis of EPTB, Investigation used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"8fe96aa6-3abd-4950-95ed-0bf577bce3f4","Extrapulmonary Tuberculosis Template",,"Misc","Extrapulmonary Tuberculosis","Constitutional Symptoms","Problem & information related to difficulties","EPTB, Diagnosis (Site)","Diagnosis (Presumed/Confirmed)","History of Co-existent or past pulmonary tuberculosis","EPTB, Sputum for AFB","EPTB, CBNAAT Detected","Comorbidities (if any)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d671fb23-a4ce-4e2d-9fea-ef411e02a222","OPD Speciality Template",,"Misc","OPD Speciality","OPD Speciality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3195e0e6-900d-4a04-8138-edc41c28ef08","प्रमुख कंप्लेंट / परेशानी","तीन प्रमुख परेशानिया ‘पहचानकर’ लिखे - कितने दिन से","Misc",,"प्रमुख परेशानी 1","प्रमुख परेशानी 2","प्रमुख परेशानी 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f8c0aae9-6b25-4024-a949-e64e878d7c6f","परेशानी एक के बारे में","(क्र. १ में लिखी हर एक प्रमुख परेशानी की क्रमानुसार जानकारी डिटेल में लिखे)","Misc",,"Onset (परेशानी की शुरुवात कैसे हुई?)","Duration (कितने दिन से?)","Progression (बीमारी की शुरू से अब तक की स्थिति?)","Aggravating factors (क्या स्थिति में परेशानी बढती है?)","Relieving factors (क्या स्थिति में परेशानी घटती है?)","इस परेशानी के संग और कुछ परेशानी हमेशा होती है / नहीं होती?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"911eda90-a448-4d55-843b-d41bc3fa85c7","परेशानी दो के बारे में",,"Misc",,"Onset (परेशानी की शुरुवात कैसे हुई?)","Duration (कितने दिन से?)","Progression (बीमारी की शुरू से अब तक की स्थिति?)","Aggravating factors (क्या स्थिति में परेशानी बढती है?)","Relieving factors (क्या स्थिति में परेशानी घटती है?)","इस परेशानी के संग और कुछ परेशानी हमेशा होती है / नहीं होती?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"56c30c1f-affa-4a76-8208-fddd6ed0342f","परेशानी तीन के बारे में",,"Misc",,"Onset (परेशानी की शुरुवात कैसे हुई?)","Duration (कितने दिन से?)","Progression (बीमारी की शुरू से अब तक की स्थिति?)","Aggravating factors (क्या स्थिति में परेशानी बढती है?)","Relieving factors (क्या स्थिति में परेशानी घटती है?)","इस परेशानी के संग और कुछ परेशानी हमेशा होती है / नहीं होती?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c85c6240-bcaf-49a1-ab00-49af49bd9053","पुराने पेपर / रिपोर्ट से प्राप्त जानकारी",,"Misc",,"दवाई","लैब जांच","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"55730983-4c0f-45a6-95ae-7f4eed264663","Treatment History",,"Misc","ट्रीटमेंट / इलाज की जानकारी","उपर लिखित परेशानी के लिए कुछ इलाज किया है क्या?","अगर हाँ तो कहा?","पुराने पेपर / रिपोर्ट से प्राप्त जानकारी","आगे क्या सलाह दिया गया था?","हमारे यहाँ आने का क्या कारण है?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"81cee8b1-918a-4333-92f7-85b62ada6e01","Past History",,"Misc","पुरानी बीमारी की जानकारी","कभी कोई बीमारी के लिए लम्बा इलाज चला है क्या?","टीबी, मधुमेह, बीपी, दमा, कोई ऑपरेशन हुआ था क्या?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"afc6459c-c76d-422c-acc8-30c1b3038744","पारिवारिक जानकारी",,"Misc",,"परिवार के कोई अन्य सदस्य को मरीज जैसी परेशानी है क्या?","अगर बीमारी नहीं पता तो बीमारी में लक्षण या बिना इलाज से होनेवाली परेशानी के बारे में पूछे उदा. बीपी या मधुमेह के लिए लकवा, दिल का दौरा, झुनझुनी के बारे में पूछे.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ba091568-3c94-43e4-b3d0-66fc93cb678c","पेशाब","असामान्यता या अनियमितता हो तो इस खंड के सवाल पूछे","Misc",,"मात्रा","रंग","निस्तारण संख्या","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"cade8667-2ff4-40ef-89ea-dd660555bf5b","टट्टी","असामान्यता या अनियमितता हो तो इस खंड के सवाल पूछे","Misc",,"मात्रा","रंग","निस्तारण संख्या","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c70f1737-af8e-4b89-9dfd-baa20f8ccc39","नशापानी",,"Misc",,"कौन कौन सा नशा ?","हर नशा पदार्थ के बारे में डिटेल लिखे","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b3e52c39-bd8a-4b60-ac7b-dda7afd6d07b","असामान्य या अनियमित माहवारी हो तो नीचे के सवाल पूछे",,"Misc",,"दो माहवारी के बीच का अंतराल दिनों में","आखिरी माहवारी कितने दिन पहले?","खून का बहाव –","कितने दिन","माहवारी समय दर्द","अन्य कोई परेशानी","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"52575cf2-2054-4c41-b388-89844d3c7603","माहवारी: (१२ साल के उपरी महिलाओं से पूछे)",,"Misc",,"माहवारी आना","नियमितता","असामान्य या अनियमित माहवारी हो तो नीचे के सवाल पूछे","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c01dc484-0123-420c-bf12-f7be94b52acc","Personal History",,"Misc","आदतों (स्वास्थ्य सम्बन्धी) के बारे में जानकारी – परेशानी से आदतों से क्या बदलाव हुआ है?","भूख","आहार","नींद","पेशाब","टट्टी","नशापानी","माहवारी: (१२ साल के उपरी महिलाओं से पूछे)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"aa1405ea-52c0-46b5-93de-67419d445433","लिम्फ गठान अगर हाँ",,"Misc","अगर हाँ","स्थान","साईंड","कोई स्त्राव","लिम्फ गठान अन्य","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"30a05584-4cad-43f3-838c-e6c9b536878f","लिम्फ गठान (Lymph node)",,"Misc",,"लिम्फ गठान महसूस कर पाना (Lymph node palpable)","लिम्फ गठान अगर हाँ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6b80aa7e-61af-430d-815f-4d92d1677c0f","नीलापन अगर हाँ",,"Misc","अगर हाँ","तीव्रता","नीलापन स्थान","नीलापन साईंड","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"67d19877-bc22-42ae-9be9-69c1b9fb5627","नीलापन",,"Misc",,"नीलापन (Cynosis) है?","नीलापन अगर हाँ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"2ccb2d20-a8f9-4eab-988f-bcb0d4c9baeb","नाख़ून के पीछे स्थान",,"Misc","स्थान","कौनसी ऊँगली","नाख़ून के पीछे साईंड","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"af71d0bc-632f-4955-a5ce-2536ef56fff8","नाख़ून के पीछे सुजन अगर हाँ",,"Misc","अगर हाँ","नाख़ून के पीछे तीव्रता","नाख़ून के पीछे स्थान","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"fcf23ca3-20ab-499e-bd95-c850ea0adb11","नाख़ून के पीछे सुजन",,"Misc",,"नाख़ून के पीछे सुजन है?(Clubbing)","नाख़ून के पीछे सुजन अगर हाँ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"edfededf-754c-4a44-b012-65b408f27a75","जांच",,"Misc",,"सफेदी (Pallor – खून की कमी)","पैरो में सुजन (Oedema)","लिम्फ गठान (Lymph node)","पीलिया (Icterus)","नीलापन","नाख़ून के पीछे सुजन","गले के नस में सुजन (JVP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"736c379b-96f9-4292-860c-eec3865b166e","History/Exam (Non-Physician Staff)",,"Misc",,"प्रमुख कंप्लेंट / परेशानी","परेशानी एक के बारे में","परेशानी दो के बारे में","परेशानी तीन के बारे में","Treatment History","Past History","पारिवारिक जानकारी","Personal History","जांच","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e7099c0c-06a6-4470-943c-393cae4e9a0f","Cancer Registration, Occupation",,"Misc","Occupation","Cancer Registration, Of The Patient (Occupation)","Cancer Registration, Of the head of the family (Occupation)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"c3e67f93-cfd5-4873-b772-a5bbf714f09f","Cancer Registration, Education status",,"Misc","Education status","Cancer Registration, Of the Patinet (Education)","Cancer Registration, Of the head of the family (Education)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6c275627-6e5c-4aec-adf9-a8661d1e93d9","Cancer Registration, Details of acquaintance/caretaker",,"Misc","Details of acquaintance/caretaker","Cancer Registration, caretaker 1","Cancer Registration, Caretaker 2","Cancer Registration, Caretaker 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ef2dd299-4b6e-49ef-9ed7-536f1ccab0a0","Cancer Registration, Personal address",,"Misc","Personal address","Cancer Registration, Village/town","Cancer Registration, Post Office","Cancer Registration, District","Cancer Registration, State","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d6df28cc-f81d-44f2-9c7d-e1080eb6c3ce","Cancer Registration, Additional address 1",,"Misc","Additional address 1","Cancer Registration, Village/town","Cancer Registration, Post Office","Cancer Registration, District","Cancer Registration, State","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"5f946414-8eec-46ea-8705-38f76ec04dc1","Cancer Registration, Additional address 2",,"Misc","Additional address 2","Cancer Registration, Village/town","Cancer Registration, Post Office","Cancer Registration, District","Cancer Registration, State","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
