concept,conceptuuid,conceptanswer,conceptansweruuid
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,INH Resistance,582a0e00-3cd4-430e-b355-677cbf211cef
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,RIF sensitive,b5f17c02-86ff-44fe-a3ef-274831a57005
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Ethambutol resitance,432aa58a-b80f-4d56-972e-cb40db5d0654
Positive growth LJ,1f9246a4-08c6-4a5f-a631-1af13d4e5a9f,Ethambutol Sensitive,eaf10486-0875-4c42-8f03-95f5a9b3b935
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to traditional healer,e3bb03ee-2d89-4d4d-9111-ce238057a83a
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to private practitioner/Hospital,3d53ba30-634f-48ff-ad34-9f7122928866
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by SHW (Subcenter),0f21f146-9a78-4674-b861-67dd1816583f
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by SHW (Home visit),3f763c22-1fb7-4421-811c-787f5b82d149
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient did not go to facility,e94a781a-462d-4706-b12c-ca6d421b0f4c
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to Jholachap,c796a08a-9b79-4e63-a999-ab3b41a67111
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by VHW,a9896521-fa89-49d4-b892-a3a134e312a3
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Patient went to Govt. facility,2608f417-118f-4fab-a619-068c304601ee
Status of referral -1,4671094b-4fe9-42d4-a933-6cc7d0320209,Seen by Doctor at Ganiyari,3e941fcf-fca0-43e2-ab52-af159ad68ca8
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Default,01de3d31-cdc7-48da-8d6d-6409e74a452a
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Patient is on treatment,9e147cf6-577a-46a7-8f88-2ae6420519d4
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Patient does not want to go any facility,f5edc6d4-2b76-4e3c-b8e8-cd18e4fa2781
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Taking treatment at Jholachap,2fed2671-8103-457d-911e-06c0839f2551
Status of referral -2,9c049865-30c3-4a1f-958f-76e39714e1cd,Taking treatment at treaditional healer,a83931d8-23d0-40b6-bd52-1c26a4273b01
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,No faith in Allopathic Treatment,2d075855-6a54-4709-bcd4-cb734b3ea262
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,Poverty,e52448f4-366c-46d2-9b68-29247b9c3882
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,Fear or stigma,b8c292f3-fc54-4fb7-9546-6ec4d8f894b5
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,Lack of Social Support,f3957ed7-aed1-46a2-be9e-16582eb92cb8
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,Faith in Traditional Healing,71fef577-a5b6-4d73-89b5-a35d780c1741
Patient Related Barrier Assessment (tick whichever is applicable),4e9a288a-45d1-485f-9a10-b33999aca9b9,Lack of Belief that disease is worth the treatment,d2d7a3ce-4c02-4418-8349-d37c260d6d67
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Fear of Getting lost at Health Facility,7b6f78a9-1126-4746-a42c-5b78657c065e
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Distant Health Facility,b747f0b2-e12d-4bf6-ba4a-41bd18c92147
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Food issues at health facility,bd1f2560-af98-40ed-87fb-42e6d38951a7
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Fear of going to hospitals outside forest,3f6ffca4-8831-4057-897a-b48cdb3a9c46
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Disrespect at Health Facility,2aa61f60-ceb9-4319-a0ca-4839d448c4b5
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Long wait time at health facility,b6aad15e-5d7e-4c0b-bf9d-f71a2a1fb0e4
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Language Barrier,f243ee63-ffda-4af1-bf3c-b3f756b72ef0
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Fear of Injection/ Surgery,11c61a19-d63f-440c-a660-0ec40bc1a2a6
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Cost of Care,1e21448b-1058-4d10-98ba-e7d88728eea8
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Lack of Transport Facility,ec40c24c-2654-42f1-a5ee-b472dd59d5a8
Healthcare Related Barrier Assessment (tick whichever is applicable),4b055c40-a868-42d3-8496-431a6db0aeeb,Previous Bad Experience,d2c63c2d-f864-4c79-8316-2f5353b4ff37
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Counselling to patient,63be2728-762d-4a83-a7cb-9a4604dd45b1
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Repeated home visits (more than 1),47e4390f-690d-4e34-9910-8d9c4f08e282
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Contraception counselling,1ae96cee-d741-4001-ae8f-bd34c28448fd
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,contraception counselling/ Other (specify),7688f58a-a0cc-40b6-a963-c613ccecb006
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Other (specify),cba7dcb1-9cbe-487e-bf1e-125ea22ee260
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Importance of treatment adherence,04e2c143-edbb-4acc-946e-9f2a1d8db693
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Risk of spread,119c5979-c6ed-4ec0-8084-8eefff4cffa4
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Seriousness about illness,33d1ab14-1763-4e42-ac39-9351d9737c7b
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Counselling to patient/ Counselling to family members/ Repeated home visits (more than 1) : seriousness about illness,e36340a5-fc43-4890-8bc8-2879ec9923a9
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Counselling to family members,5c3c0bc3-8b87-4213-8278-ef30bd478147
Educational Support,fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,About drug reactions and how to treat them,d42a69d3-6e62-4496-a51a-4918ee39b796
Psychological Support,f690cbb0-44f8-468b-8ae1-b4297318c2b6,Support to deal with stigma,043886cf-66d2-42fb-b19d-d8a65e665a38
Psychological Support,f690cbb0-44f8-468b-8ae1-b4297318c2b6,Peer Support,3fabe85d-a94d-4cd7-9f62-02cae4df03fa
Psychological Support,f690cbb0-44f8-468b-8ae1-b4297318c2b6,Support to accept diagnosis,0bcaedb4-d261-4a96-9da9-de2b36769868
Psychological Support,f690cbb0-44f8-468b-8ae1-b4297318c2b6,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Recharge Vouchers,dae7ef65-0582-49cd-915f-62a8b4bf1911
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Contact Number,0a725832-b21c-4151-b017-7e6af770ba54
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Contact Number – Vouchers,ebaa422b-c91a-4f6e-a5ca-15d670cf3a87
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Help for getting house under Awas Yojna,db345d68-a76f-417c-ab35-5135623f3709
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Family DOTS,c57a09f8-6a2b-4d5d-b55b-67c78a102505
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Support for linking bank account,173120b7-f819-43c7-be9b-6288f41b9058
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,DOTS by Health Worker,465fa9dc-4ae4-4622-847d-44a20e372da3
Social Support,611c6b1b-636c-4e51-b633-cd306486f719,Support for AB card,b9145114-ee93-4297-b307-3ed5f76afadf
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Medicines at home,d3da8eb2-94c3-4b41-a2c3-e8f2a3ecbb0b
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,TB Drug Box,84985e7a-fd47-444b-bf78-81a461c4f61d
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Home Visits,3b5d9d23-cbcb-4245-b07d-bbf14d996ee3
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Transport for offsite Investigations,d5f0212a-4b05-459a-a6db-f1b1f9939429
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Care Coordinator,05c7224d-24d5-4e94-92c3-19774edbcc2c
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Transport support- to camp,d26405b9-08b0-4af1-8642-9cfaaeb4530f
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Competent Staff to address concerns,1aa1945b-bc2e-4fde-8c07-34510c256b93
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Phone no for Communication,9ca5b876-22d1-4427-bcc8-ce312bf84eea
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Hospital Admission,b80fa855-5ed1-4cd8-8d61-c5706b0c30e4
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Rations at Home,8ef94c84-b577-4111-9dc3-034a26132f35
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,Free Treatment,a203bca3-a8f0-40a6-a2fd-4074af581834
Support for Accessing healthcare new,9e5e0255-da32-4115-94cd-41e84a92acd5,To Referral Centre,b544dd87-d716-4f0d-b039-3a2523329451
Nutritional Support,88f10efd-5eaf-43e1-a95e-fdca7898278a,Linking Ration Card,71a4d8c0-aa3a-4ddf-b6d1-5640f152abf8
Nutritional Support,88f10efd-5eaf-43e1-a95e-fdca7898278a,Food Supplementation,9c445372-8e16-4e11-b2b6-d05a0715c07a
De-Addiction Support,290eb3aa-17cc-487f-90ac-086e6d12cfbc,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
De-Addiction Support,290eb3aa-17cc-487f-90ac-086e6d12cfbc,Counselling,0ac30adc-5107-4e30-9b8a-c3ef65904cf5
De-Addiction Support,290eb3aa-17cc-487f-90ac-086e6d12cfbc,Linkage with Peer Support Group,a04ef654-17b4-4409-be99-5f551be69fd5
De-Addiction Support,290eb3aa-17cc-487f-90ac-086e6d12cfbc,Withdrawal Management,dda483af-de72-40f9-82f2-d24eff27fb9c
Support for Linking with Nikshay,09629793-c6a9-4a7f-ad14-bfa148d34724,Needs Support (specify),c0ee7d5f-505b-47e8-844c-d488a694e601
Support for Linking with Nikshay,09629793-c6a9-4a7f-ad14-bfa148d34724,Documents Available,f74ba78b-0d3d-4949-9de8-60b93605c023
General Condition,f471124d-b975-47e4-a345-35f4ccabd1c7,Stable,32127d67-31b8-404c-8c55-e1f1f1c7996c
General Condition,f471124d-b975-47e4-a345-35f4ccabd1c7,Unstable,cb9d37bf-1360-4b08-860c-b04f584801bc
"If unstable, details",3e833df1-4e7c-4e92-959b-35fd0fd52f2d,Not fully Conscious,e8960a8d-3bd8-4c5a-bd5a-37ccecd7a9b5
"If unstable, details",3e833df1-4e7c-4e92-959b-35fd0fd52f2d,Unable to stand without support,449e6bda-8301-49b4-9cc9-ebbf09936555
"If unstable, details",3e833df1-4e7c-4e92-959b-35fd0fd52f2d,other(specify),2b464088-093b-4406-8cc3-89eade99a972
Diastolic BP New (voided~258156),d4967ebe-1258-4b6f-859b-6b73ab71ad49,Stable,32127d67-31b8-404c-8c55-e1f1f1c7996c
Diastolic BP New (voided~258156),d4967ebe-1258-4b6f-859b-6b73ab71ad49,Unstable,cb9d37bf-1360-4b08-860c-b04f584801bc
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,SGPT/ALT,0b025dd7-075f-4f60-badb-7d2e738fba48
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,Electrolytes (For BMI Below 16),677f89b2-43d0-4909-867d-63f2aa320999
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,Serum Albumin (For BMI Below 16),ac1a4c4c-f0d2-46c8-a339-729c2c442747
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,Serum Phosphorus (For BMI Below 16),d7c7f19d-3379-4345-b9d0-616cc09419b2
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,RBS,6926107f-5793-4ef8-98e1-4a3cc1e2725f
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,Creatinine,d4d49c99-26e9-4d45-a780-e40e58f8d0a0
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,RBS New (voided~258165),c970a243-41dd-4aa1-a4d7-abcc2a87493b
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,Hemoglobin,310cdaeb-83be-4210-b73e-236c46e84be4
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,RBS Baseline Labs test,8ba23710-f8da-4d33-bfae-019df766caa0
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,FBS & PP2BS,df7b2cd5-6b1b-4cfc-ba2b-00271ad84966
Which of the following Baseline Labs tests were done?,d8dbe936-0e1a-4c48-90f8-911e0b6575cf,HIV Elisa,7a4f71fe-aa40-4a97-8593-250e4163cac5
HIV Elisa New,01829da2-8636-45b6-93bd-03da89ea1b2e,Pending,630c1dc1-3cc5-42f7-965e-3a95a6407a55
HIV Elisa New,01829da2-8636-45b6-93bd-03da89ea1b2e,Non-Reactive,2a07f125-bf50-4b2f-9647-5811f67f4adc
HIV Elisa New,01829da2-8636-45b6-93bd-03da89ea1b2e,Reactive,1b285b39-5225-4736-9c52-c1e65ff27faa
HIV Elisa New,01829da2-8636-45b6-93bd-03da89ea1b2e,Pending.,10b746a1-bd0b-4406-a1b2-baf3989b26a7
Which of the following Baseline Labs tests were done New,1f9050b8-7fc0-4750-a5c3-05293af3e135,CBNAAT,7a10b895-cea7-4c69-983c-ef8ef7664fb2
Which of the following Baseline Labs tests were done New,1f9050b8-7fc0-4750-a5c3-05293af3e135,CBNAAT Baseline Lab,98f8182c-6513-4626-9451-ac0e4c7b0a1d
Which of the following Baseline Labs tests were done New,1f9050b8-7fc0-4750-a5c3-05293af3e135,Sputum AFB,616f9638-375a-477d-b5a0-3e660edeba8d
Which of the following Baseline Labs tests were done New,1f9050b8-7fc0-4750-a5c3-05293af3e135,Sputum AFB Baseline Lab,cc88693c-b726-44e4-b3f3-0659c61f7895
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,4,b133d9ce-1661-420f-b73a-392300959b4e
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,Not Applicable.,1c69d75d-88fc-4621-86d6-362c5fe2fe94
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,2,ba904c8d-502d-4979-bc99-cfa077678279
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,1,d791406f-86bd-47ef-8c23-22accc521558
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,Sample Taken,9970bb38-c6d6-4f5d-90ca-44c4662debcb
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,Scanty Positive,0464f99c-0342-4d3b-829c-38e35ec7ef61
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,3,63513531-d5a4-47c1-a4ef-a02063b43871
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,Not applicable,fd1731b5-f55f-46a8-96ce-59b5e40bc6ba
Sputum AFB (write positive if any one test is positive. If multiple tests positive then write highest positive result),f2fe0d75-16e3-454c-acab-c2bd4f944002,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Pleural Fluid,2ddc25ad-cf96-4345-a781-192e9c455c82
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Lymph Node Aspirate,fc5379f9-8a38-4f80-a716-fd7e07a3b913
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Sample Not Taken,2f6b07e0-a1ca-4691-88e1-f0860e34edc4
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Sputum,d2442ff9-7521-4ad3-a4e9-b4e5d6f01663
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,CSF Fluid,7e50f893-fc2f-42dc-8aba-a99900251d4a
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Ascitic Fluid,37cb5d5d-49a4-4acf-b5b6-c11e4a3ce0e7
CBNAAT Sample Type,39aa61f9-bb97-4697-ab66-f1ac6a8e1afd,Other (specify),cba7dcb1-9cbe-487e-bf1e-125ea22ee260
CBNAAT MTB Report,c611a849-b44d-4f17-a1eb-6980d0ec2a6c,MTB not detected,dfd79a9b-ff60-4b43-91b8-171a8e95d0b1
CBNAAT MTB Report,c611a849-b44d-4f17-a1eb-6980d0ec2a6c,MTB detected,0af63722-233d-4f51-97ad-7caa130fdd27
CBNAAT MTB Report,c611a849-b44d-4f17-a1eb-6980d0ec2a6c,Result Not Available,dffe56ea-43fb-414a-bfa7-05ec16747d97
CBNAAT Rifampicin Sensitivity Report,b2afb0d0-13dd-48da-91ce-787c1d330f62,RIF Resistance,a28a28a7-0485-46ab-9acc-55dcbede3574
CBNAAT Rifampicin Sensitivity Report,b2afb0d0-13dd-48da-91ce-787c1d330f62,RIF Indeterminate,22a59307-13a5-4f0a-9df8-b4ce8d32fa3f
CBNAAT Rifampicin Sensitivity Report,b2afb0d0-13dd-48da-91ce-787c1d330f62,RIF Sensitive.,4ebc5c25-0c58-4845-8eb2-66bb0e6e272b
CBNAAT Rifampicin Sensitivity Report,b2afb0d0-13dd-48da-91ce-787c1d330f62,RIF Sensitive,3d9375c3-aaae-4fcc-b070-77faa92882cf
CBNAAT Rifampicin Sensitivity Report,b2afb0d0-13dd-48da-91ce-787c1d330f62,Result Not Available,dffe56ea-43fb-414a-bfa7-05ec16747d97
Other Sensitivity Reports - Sample sent,8ab097d3-db38-4761-9c79-b623fa578df4,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Other Sensitivity Reports - Sample sent,8ab097d3-db38-4761-9c79-b623fa578df4,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
"If yes, tick the test for which sample was sent",cfa2bc73-4112-4f8b-a83e-5d4ebd225897,LPA Culture,d0406dbd-70f1-4d82-b1cf-4fc20bed9096
"If yes, tick the test for which sample was sent",cfa2bc73-4112-4f8b-a83e-5d4ebd225897,LJ Culture,6a469944-24ff-42bd-81db-08ca2a5603df
LPA Culture Report,e2a91932-ac6b-4fd8-a134-f4ccdf389301,Results Pending,b4d5d331-d70e-468f-a90f-b2ce36bdd964
LPA Culture Report,e2a91932-ac6b-4fd8-a134-f4ccdf389301,Sample Invalid,6a860132-1013-49f4-a2f0-57c43ca5e5b4
LPA Culture Report,e2a91932-ac6b-4fd8-a134-f4ccdf389301,No growth,2166790e-5d9c-4930-a7d0-7f3ec5fd5f05
LPA Culture Report,e2a91932-ac6b-4fd8-a134-f4ccdf389301,Growth positive,bc959c58-6a89-4cce-8130-6fc1e15ac384
Growth Positive,13d51303-575e-4b2a-8904-da9bba73b3fd,INH Resistance,582a0e00-3cd4-430e-b355-677cbf211cef
Growth Positive,13d51303-575e-4b2a-8904-da9bba73b3fd,RIF Sensitive,3d9375c3-aaae-4fcc-b070-77faa92882cf
Growth Positive,13d51303-575e-4b2a-8904-da9bba73b3fd,RIF Resistance,a28a28a7-0485-46ab-9acc-55dcbede3574
Growth Positive,13d51303-575e-4b2a-8904-da9bba73b3fd,INH Sensitive,a432c869-c3f4-4e16-bb43-c485a6780c86
LJ Culture Report,7937d155-96fa-4519-888b-b88648c8a023,Results Pending,b4d5d331-d70e-468f-a90f-b2ce36bdd964
LJ Culture Report,7937d155-96fa-4519-888b-b88648c8a023,No growth,2166790e-5d9c-4930-a7d0-7f3ec5fd5f05
LJ Culture Report,7937d155-96fa-4519-888b-b88648c8a023,Growth positive,bc959c58-6a89-4cce-8130-6fc1e15ac384
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,RIF Sensitive.,4ebc5c25-0c58-4845-8eb2-66bb0e6e272b
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Streptomycine Sensitive,78d305a1-9b6f-43d3-8164-c92174466062
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,INH Sensitive,a432c869-c3f4-4e16-bb43-c485a6780c86
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Ethambutol Sensitive,eaf10486-0875-4c42-8f03-95f5a9b3b935
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Streptomycine Resistance,bbcee611-b85f-4434-b301-b289f9880c74
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Pyrezinamide Resistance,c1ac7691-48e9-4647-a617-f60940479012
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,INH Resistance,582a0e00-3cd4-430e-b355-677cbf211cef
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Pyrezinamide Sensitive,3b1daa3c-223a-478a-bfe4-a0c55364e02d
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,RIF Resistance,a28a28a7-0485-46ab-9acc-55dcbede3574
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,RIF Sensitive,3d9375c3-aaae-4fcc-b070-77faa92882cf
Growth Positive New,399a5e12-2ad4-4ca6-8945-f57e87dbea66,Ethambutol Resitance,921ef385-2388-4eb3-8499-28856ee61c03
Baseline Treatment Plan,1a5c7c0f-40e2-452a-b38a-449b554a3747,3HRZE+9HRE,3bab10e7-a6f7-44b7-8949-20e95b951ca8
Baseline Treatment Plan,1a5c7c0f-40e2-452a-b38a-449b554a3747,3HRZE+6 HRE,0798de20-394f-4148-88c5-55aa0abb64d7
Baseline Treatment Plan,1a5c7c0f-40e2-452a-b38a-449b554a3747,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Medication Type,33c63909-0bf8-4da4-820d-d10fbedcd88b,Individual Medicines,2ea320c0-f702-4b6c-b8b0-6c75f8ec075a
Medication Type,33c63909-0bf8-4da4-820d-d10fbedcd88b,FDC,48534f2e-b72c-4b79-9ab7-39e375231dfe
FDC Type,1d669559-9fcd-4dd1-9ea7-7831849de115,4FDC,9b1f90db-1f97-4b29-a139-25b7bfc79dfc
FDC Type,1d669559-9fcd-4dd1-9ea7-7831849de115,3FDC,60a2a3b2-5af7-47fa-85bb-f208ee92e6fc
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,1,89c74357-1f8f-40bf-b090-e34a991cf49a
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,5,05ebb004-c21c-4c41-933d-9c2e8b164fea
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,4,7aaf3d11-fa64-403e-b7be-ba8f106f0414
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,6,97e8482b-8884-4683-a59c-a0f90ba7720b
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,2,d35bbce2-8ed3-4512-a9e7-74a8e878b87a
FDC Dose Per Day,7708a8ab-ae51-4ffb-a60d-caa8b3ffe37a,3,1985c593-f9b7-4367-b4d9-77cb65b2ae13
Antibiotics Prescribed for Secondary Infection,ac320788-44fd-4f1c-ae34-3e628ee9b122,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Antibiotics Prescribed for Secondary Infection,ac320788-44fd-4f1c-ae34-3e628ee9b122,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Steroids New,593808a8-59fb-464a-a962-ef92e478ad16,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Steroids New,593808a8-59fb-464a-a962-ef92e478ad16,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Chana,55e8032e-6e93-4462-a346-528a34765b05
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Oil,0e0fdfa6-340c-4e9e-960c-c531e8fe8582
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Dry Ration,5018742c-57e4-4037-bfb3-18c255b65b40
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Sattu,a3aec120-284b-4081-9180-52b731ead724
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Therapeutic Mix,508b17ae-2619-4a44-bfe3-8b595a6cc3c8
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Macro-nutrients Prescribed,86a1b717-68bd-4b2c-b860-904f7c5491c9,Eggs,c8b21e34-e5af-497f-991b-84036a0c120c
Dry Ration Details,49727a3f-0a29-493d-86f4-0126f587ccbc,Rice Based,4a6debd0-8657-4a2b-8042-fd2415774306
Dry Ration Details,49727a3f-0a29-493d-86f4-0126f587ccbc,Ragi Based,55e5dfbe-a8aa-4c6e-8b91-7c650e95515b
Dry Ration Details,49727a3f-0a29-493d-86f4-0126f587ccbc,Kodo Based,60f81bd6-d341-4159-be9d-3fb549b91819
