Form Name,Form UUID,Form Type,Concept Set (Section),Concept Set UUID,Concept Name,Concept UUID,Datatype,Class,Hierarchy Path
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sensory Neuropathy Testing in Right,dfb788cc-a6be-4687-9d80-5a5b239fb914,1st Metatarsal Head Right,5d088d47-14b8-4cde-b9cd-e736514eb1ca,Coded,Misc,All Observation Templates > Diabetic Foot Study Template > Neurological Assessment > Sensory Neuropathy Testing by 10 g Monofilament > Sensory Neuropathy Testing in Right
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sensory Neuropathy Testing in Right,dfb788cc-a6be-4687-9d80-5a5b239fb914,2nd Metatarsal Head Right,55f99edb-251e-487c-a5c7-df4cf2f62757,Coded,Misc,All Observation Templates > Diabetic Foot Study Template > Neurological Assessment > Sensory Neuropathy Testing by 10 g Monofilament > Sensory Neuropathy Testing in Right
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sensory Neuropathy Testing in Right,dfb788cc-a6be-4687-9d80-5a5b239fb914,5th Metatarsal Head Right,8d133908-245e-48f2-a400-167b55e5f320,Coded,Misc,All Observation Templates > Diabetic Foot Study Template > Neurological Assessment > Sensory Neuropathy Testing by 10 g Monofilament > Sensory Neuropathy Testing in Right
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sensory Neuropathy Testing in Right,dfb788cc-a6be-4687-9d80-5a5b239fb914,Plantar Surface of Distal Hallux Right,6a90d041-08ac-41e2-8aa9-2a67d4a183c8,Coded,Misc,All Observation Templates > Diabetic Foot Study Template > Neurological Assessment > Sensory Neuropathy Testing by 10 g Monofilament > Sensory Neuropathy Testing in Right
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease Examination,cdcd6cbc-2c1a-4023-8bcb-5ea293963927,Icterus,1ed5e18f-d9dd-4a78-9ce7-4e456bab308f,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Examination
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease Examination,cdcd6cbc-2c1a-4023-8bcb-5ea293963927,Pallor,47263d24-4ee1-478e-956f-af978cf2201e,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Examination
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease Examination,cdcd6cbc-2c1a-4023-8bcb-5ea293963927,Spleen,4d5f46c8-450c-4e9c-a215-a0953ca6ccd3,Text,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Examination
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Age at onset,b037bc26-a907-4845-b329-cd9064e284f1,Numeric,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Blood transfusion,a2e7047f-8714-4493-8f08-56e56b1bc9b2,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Default,033901e1-468e-4e63-bc9e-22096b4fe92e,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Hospitalisation,d1ba45c4-a935-42b8-aec3-db0cfd17d48a,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Jaundice,0167fafe-e34c-11e3-983a-91270dcbd3bf,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Pain Crisis,a7ce977d-c14a-4b1d-844d-af99be6c8d27,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Pain crisis Frequency in past 3 months,1d478cf2-da11-4e85-8c1d-870b88524609,Text,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,SCD detected,d077bf24-1673-4c01-b49f-c03c4d114118,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,"Sickle Cell Disease, Sibling Death",1929731d-1aca-4e08-855d-c363e89a8ca7,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease History,cde69038-07f5-4d4d-adba-0e513ad5be43,Whether on Hydroxyurea,aa388973-3130-4c71-9b96-2679018c3802,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease Symptoms,bb17cca8-1814-4ab4-a530-6a96ff006e5d,"Sickle Cell Disease, Complications",f09cd5bd-68c0-4bce-9ce5-857cfa5dc461,Coded,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Sickle Cell Disease Symptoms,bb17cca8-1814-4ab4-a530-6a96ff006e5d,"Sickle Cell Disease, Others Complications",95abca50-e88b-433d-9bca-0056d2ad0564,Text,Misc,All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Abdominal pain,56b61ea7-a50b-4884-b286-63d45c6c1267,Coded,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Abdominal pain Frequency,655d95e4-cfa8-486d-9a84-aa577b8c29b4,Text,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Chest Pain,57cfff64-e34d-11e3-983a-91270dcbd3bf,Coded,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Chest Pain Frequency,d0e4cbdf-ba64-4cf5-911d-4361090b618a,Text,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Joint / Bone  Pain,d398fd62-9a7d-4586-818a-5b175e4d80d8,Coded,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Sickle Cell Disease, Pain",79b3d51a-18a9-4e88-beb2-d2f6829d4704,Joint / Bone Pain Frequency,031213e1-0259-4cca-826c-601ce7a1169b,Text,Misc,"All Observation Templates > Sickle Cell Disease Intake Template > Sickle Cell Disease Symptoms > Sickle Cell Disease, Pain"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Smart card Template,c0ae3ffb-fe66-4969-a592-b7382450b8f7,"Smart card, amount available",68d6a190-13b8-4914-ac87-896d012e0745,Numeric,Misc,All Observation Templates > Smart card Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Social activity/ relationships and sexuality,918ced5c-5037-4854-a111-31ed0e8c06a8,Attending private functions,4b0ba37d-6b36-417b-8a85-47630be067d1,Coded,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Follow Up Details > Social activity/ relationships and sexuality
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Social activity/ relationships and sexuality,918ced5c-5037-4854-a111-31ed0e8c06a8,Visiting Friends/ Relatives,dd8c273b-a6e2-46ed-b1a6-000a0fff750f,Coded,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Follow Up Details > Social activity/ relationships and sexuality
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Spirometry Report,f4698209-b1cd-4fe1-ba27-e09a46b691e9,Spirometry Report Notes,54c024fb-fc7c-4bac-a291-80aa20960814,Text,Misc,All Observation Templates > Spirometry Report
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Superficial SSI (skin/subcutaneous), e.g. cellulitis",a524726c-f30b-4a83-bed7-7e74172904e8,Any one of the following,e5a11ce8-cbb7-4daf-a5b2-6d4b832b86b6,Coded,Misc,"All Observation Templates > Surgical Site Infection Template > Type of SSI > Superficial SSI (skin/subcutaneous), e.g. cellulitis"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,"Superficial SSI (skin/subcutaneous), e.g. cellulitis",a524726c-f30b-4a83-bed7-7e74172904e8,If either of the following two,ff3bc346-ec09-426b-8176-07396d4fa10b,Coded,Misc,"All Observation Templates > Surgical Site Infection Template > Type of SSI > Superficial SSI (skin/subcutaneous), e.g. cellulitis"
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,ASA grade,c7d25e89-3875-459d-bd76-d194bb2bc51a,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Associated Risk Factors,d2acaab5-b339-40a0-9dcb-da04e0bc280d,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Blood Loss,8ff3c5c0-0f59-4b62-8f10-f2af9d86899d,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Blood Transfusion - If yes,b13bff05-6677-41c7-ab3b-49b4f2012b50,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Drain,d54749da-e118-49b0-9677-fefc836b74c6,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Drain type (if applicable),d276e99c-391d-435d-ada0-fb8251a61905,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Name of Operative Procedure,204e6193-472c-4b98-8205-4b6418342776,Text,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Operation Date / Time,400c84fa-27e1-4615-8c53-49ebba7552b2,Date,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Other intra op complications if any,41179e80-e073-4809-b60e-fbec687ed482,Text,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Pre-op shaving,4bca3f18-f0bf-4550-b938-dc86ea6e8ab4,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,SSI Blood Transfusion,a8d5a989-1584-42db-978a-34dd6c9069cf,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Surgeon,3fc3710c-d665-4be6-b70a-216738a2cc5f,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Surgery Type,b2b4454a-f5cf-4ddd-95a8-f75570326d18,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Surgical Wound Class,0f740d58-7783-489b-8367-fcd42472b4d3,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Type of Anesthesia,7a1d5e81-da54-49df-aa11-7b325bddef2e,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgery related details,f1b61392-8b30-4956-a756-03fc427d6423,Type of Surgery,73782f41-5178-4d0a-80e3-5abc97cb898b,Coded,Misc,All Observation Templates > Surgical Site Infection Template > Surgery related details
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Procedure Data,6d504429-6730-4fe7-95a1-9bfb7ca21782,Surgical Procedure,bce164a9-d6eb-4d9c-b7e4-023efb63654d,Coded,Misc,All Observation Templates > Operation Notes Template > Surgical Procedure Data
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Procedure Data,6d504429-6730-4fe7-95a1-9bfb7ca21782,Surgical Procedure Non Coded,6cd20bee-37d2-4f43-b8d4-bc23f99feac4,Text,Misc,All Observation Templates > Operation Notes Template > Surgical Procedure Data
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Any other complications post-op related to specific surgeries,4ea5f134-1648-4269-9020-8cf930df26e8,Coded,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Any other complications post-op related to specific surgeries - Others (Specify),215bdecc-10fc-420f-8d83-bec298d947d0,Text,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Cause of death,75f5b470-7e5d-447f-b8d3-b583ab8f1d50,Text,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Database Entry,39668842-59c9-4b63-8e3a-e3d7e8cde281,Coded,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Date form completed,e806a831-9f6c-4220-8655-ce006073fe25,Date,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Other surgical complications,010a0d6e-b110-48b9-8479-4625e0d40807,Coded,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Surgical Site Infection Template,184953ba-f603-436c-b876-d1b46e71fdd3,Patient Death Date,3de0d758-0546-454a-94b6-37974b95cea3,Date,Misc,All Observation Templates > Surgical Site Infection Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Symptoms with Durations,6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed,Empyema Chest Pain,292f9c40-0fe9-4b93-9501-428a3de29487,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Symptoms with Durations
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Symptoms with Durations,6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed,Empyema Cough,6fc2afdd-35e0-4050-89f3-b616d275154a,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Symptoms with Durations
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Symptoms with Durations,6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed,Empyema Dyspnea,f2bfab5d-16e5-4d06-b68e-f0e35beda18c,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Symptoms with Durations
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Symptoms with Durations,6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed,Empyema Fever,32169604-49cf-47c5-8973-43c2d31995cf,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Symptoms with Durations
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Symptoms with Durations,6ffc179f-7ae3-44bd-ad0a-fa02d00d0eed,Empyema Others (If Any),28410a82-ddea-45e1-9845-4d4fcb03f83a,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Symptoms with Durations
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Temperature Data,f481a57a-e349-11e3-983a-91270dcbd3bf,Temperature,f4827bf7-e349-11e3-983a-91270dcbd3bf,Numeric,Misc,All Observation Templates > Vitals > Temperature Data
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Temperature Data,f481a57a-e349-11e3-983a-91270dcbd3bf,Temperature Abnormal,f4834488-e349-11e3-983a-91270dcbd3bf,Boolean,Abnormal,All Observation Templates > Vitals > Temperature Data
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Benign,3be9c5a6-7e1d-4a98-9e82-4f2a6755a35b,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,FNAC,ec85eaf2-6336-4d5e-b21c-fe8f42994569,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"FNAC, Other",8793c3ab-6bb7-458a-b1f1-cd9912475614,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Follow up after 3 months,5b0803c0-1181-45b0-8b5c-9e8b68100c88,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Imaging,17e340d8-28ee-43bb-ab08-7f1fb4176e92,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"Indication of surgery, Other",c51ced7a-d6f0-4c46-be7f-9ab96cde927c,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Intra OP Findings,44e4d91f-fa50-4a64-9b88-d2061f6503c4,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Malignant,a1684aaa-063c-4dfd-bf7d-6035c240d81e,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Pre Operation Symptoms,a8a85ae6-0d07-458c-9300-7222e6a7a078,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,Thyroid States,c6c828f5-572a-41c5-b206-e41ebb9d1208,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"Thyroidectomy, Comorbidities",c33ebd5e-b62b-410a-ae0f-451ab1a06e34,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"Thyroidectomy, Date of Surgery",5c9c7753-c0f8-441b-ad15-a8b4d1e68a65,Date,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"Thyroidectomy, Indication of surgery",384c3b4e-4bc6-495e-ae73-77d32939d53f,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"Thyroidectomy, Name Of Surgery",27e0e09f-ecdb-49da-bd99-d71aa700716b,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,USG,4f8578b3-6af1-428e-833d-a2839c835d67,Coded,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Thyroidectomy Thesis Template,f6eaba03-242d-4a46-b6c4-794e4d7bed59,"USG, Other",ec4f18f9-ae36-4857-aec6-9f84ab9cb1fd,Text,Misc,All Observation Templates > Thyroidectomy Thesis Template
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment  Antibiotics,3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264,Antibiotics Given IV,8d547ee0-42e6-4983-8137-80641a6f1d2f,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Treatment  Antibiotics
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment  Antibiotics,3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264,Antibiotics Given Oral,f5a8f5b0-b765-430f-a86a-9d56bf07661b,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Treatment  Antibiotics
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment  Antibiotics,3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264,Change in Antibiotics,75b768ef-455a-4179-b6c5-8bf7abab8a76,Coded,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Treatment  Antibiotics
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment  Antibiotics,3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264,Duration IV,5ab106e6-4448-4762-8ea5-2b8758518523,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Treatment  Antibiotics
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment  Antibiotics,3c2e4fdb-1b32-4d6a-85cd-c0ec73e15264,Duration Oral,f0a31b6f-09e1-47c4-ad03-29aa700215b9,Text,Misc,All Observation Templates > Proforma for Descriptive Study On Empyema > Treatment  Antibiotics
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment Detail,b4e55120-55c2-44fc-b367-311206f2b80c,Plan of Treatment,c8e02aeb-5f0c-44a1-922c-cc099a8874d7,Coded,Misc,All Observation Templates > HER2 NEU Gastric Cancer > Treatment Detail
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment Detail,b4e55120-55c2-44fc-b367-311206f2b80c,Treatment Intent,0a8657d3-1039-409e-828f-3d17ed61f060,Coded,Misc,All Observation Templates > HER2 NEU Gastric Cancer > Treatment Detail
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment History,55730983-4c0f-45a6-95ae-7f4eed264663,अगर हाँ तो कहा?,632d4e85-8d14-40b9-b9cd-4f0886440bf9,Text,Misc,All Observation Templates > History/Exam (Non-Physician Staff) > Treatment History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment History,55730983-4c0f-45a6-95ae-7f4eed264663,आगे क्या सलाह दिया गया था?,e2bcfe84-857f-4de7-885c-5325681058b3,Text,Misc,All Observation Templates > History/Exam (Non-Physician Staff) > Treatment History
All Observation Templates,8de68479-2dfc-11e4-894f-60175255b68f,ConvSet,Treatment History,55730983-4c0f-45a6-95ae-7f4eed264663,उपर लिखित परेशानी के लिए कुछ इलाज किया है क्या?,75104dce-9ccf-4995-9cfb-ac4d41db1c2b,Coded,Misc,All Observation Templates > History/Exam (Non-Physician Staff) > Treatment History
