uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,synonym.1,answer.1,answer.2,answer.3,answer.4,reference-term-source,reference-term-code,reference-term-relationship
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
4b055c40-a868-42d3-8496-431a6db0aeeb,Healthcare Related Barrier Assessment (tick whichever is applicable),,Misc,Healthcare Related Barrier Assessment (tick whichever is applicable),Coded,,,,,,,,,,,
f88f4777-1c72-4633-b47a-d31da7797f2c,Any Other Barriers,,Misc,Any Other Barriers,Text,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
fde0dce8-1e0a-4b01-ad55-8cb0a602ea51,Educational Support,,Misc,Educational Support,Coded,,,,,,,,,,,
f690cbb0-44f8-468b-8ae1-b4297318c2b6,Psychological Support,,Misc,Psychological Support,Coded,,,,,,,,,,,
f690cbb0-44f8-468b-8ae1-b4297318c2b6,Psychological Support,,Misc,Psychological Support,Coded,,,,,,,,,,,
f690cbb0-44f8-468b-8ae1-b4297318c2b6,Psychological Support,,Misc,Psychological Support,Coded,,,,,,,,,,,
f690cbb0-44f8-468b-8ae1-b4297318c2b6,Psychological Support,,Misc,Psychological Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
611c6b1b-636c-4e51-b633-cd306486f719,Social Support,,Misc,Social Support,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
9e5e0255-da32-4115-94cd-41e84a92acd5,Support for Accessing healthcare new,,Misc,Support for Accessing healthcare new,Coded,,,,,,,,,,,
88f10efd-5eaf-43e1-a95e-fdca7898278a,Nutritional Support,,Misc,Nutritional Support,Coded,,,,,,,,,,,
88f10efd-5eaf-43e1-a95e-fdca7898278a,Nutritional Support,,Misc,Nutritional Support,Coded,,,,,,,,,,,
290eb3aa-17cc-487f-90ac-086e6d12cfbc,De-Addiction Support,,Misc,De-Addiction Support,Coded,,,,,,,,,,,
290eb3aa-17cc-487f-90ac-086e6d12cfbc,De-Addiction Support,,Misc,De-Addiction Support,Coded,,,,,,,,,,,
290eb3aa-17cc-487f-90ac-086e6d12cfbc,De-Addiction Support,,Misc,De-Addiction Support,Coded,,,,,,,,,,,
290eb3aa-17cc-487f-90ac-086e6d12cfbc,De-Addiction Support,,Misc,De-Addiction Support,Coded,,,,,,,,,,,
09629793-c6a9-4a7f-ad14-bfa148d34724,Support for Linking with Nikshay,,Misc,Support for Linking with Nikshay,Coded,,,,,,,,,,,
09629793-c6a9-4a7f-ad14-bfa148d34724,Support for Linking with Nikshay,,Misc,Support for Linking with Nikshay,Coded,,,,,,,,,,,
292b0e15-1c3b-43cc-8265-55cb0209f4ee,Specify Support for Nikshay Linking,,Misc,Specify Support for Nikshay Linking,Text,,,,,,,,,,,
c9b48011-6b8e-48c1-bae9-9140354a064a,Any Other Support Needed (If not mentioned in the list above),,Misc,Any Other Support Needed (If not mentioned in the list above),Text,,,,,,,,,,,
5bbc3b12-5ccb-4068-b67d-59c172234c9f,Form Filled by (write initials),,Misc,Form Filled by (write initials),Text,,,,,,,,,,,
7aed2be8-f1af-4a4e-af74-a69168807ca5,Date of form filling,,Misc,Date of form filling,Date,,,,,,,,,,,
fa22179f-da8c-4fcf-b24f-045313d9ac90,Village,,Misc,Village,Text,,,,,,,,,,,
63ee499f-c3ba-487b-9a47-c2e09aa3b39b,Tehsil,,Misc,Tehsil,Coded,,,,,,,,,,,
63ee499f-c3ba-487b-9a47-c2e09aa3b39b,Tehsil,,Misc,Tehsil,Coded,,,,,,,,,,,
8e6c84cc-7a7e-4b89-8748-1ed44de7a9f7,District,,Misc,District,Coded,,,,,,,,,,,
8e6c84cc-7a7e-4b89-8748-1ed44de7a9f7,District,,Misc,District,Coded,,,,,,,,,,,
45bc01e8-37e9-4751-9de0-4ff1fc80ed7d,Distance from JSS Ganiyari (Kms),,Misc,Distance from JSS Ganiyari (Kms),Numeric,,,,,,,,,,,
3299dcb2-6429-4597-b77f-6202427ecc15,Distance from nearby govt facility where free TB treatment available (in kms),,Misc,Distance from nearby govt facility where free TB treatment available (in kms),Text,,,,,,,,,,,
91813358-2c47-4e40-9cb3-9c3ab3944816,New - Other,,Misc,New - Other,Text,,,,,,,,,,,
ea52d6a4-32cf-4e4b-a44d-b26fe3002ce0,Full Name,,Misc,Full Name,Text,,,,,,,,,,,
4dcd8a5b-192a-491c-b19f-0716977c877f,"Full Name (Name, Middle Name, Surname)",,Misc,"Full Name (Name, Middle Name, Surname)",Text,,,,,,,,,,,
d54ddaf1-84e5-4868-8c79-7a35ec1f9663,Reg No.,,Misc,Reg No.,Numeric,,,,,,,,,,,
5630a6ab-d02d-4b88-beda-d3b5f2eb269a,Reg Code,,Misc,Reg Code,Coded,,,,,,,,,,,
5630a6ab-d02d-4b88-beda-d3b5f2eb269a,Reg Code,,Misc,Reg Code,Coded,,,,,,,,,,,
5630a6ab-d02d-4b88-beda-d3b5f2eb269a,Reg Code,,Misc,Reg Code,Coded,,,,,,,,,,,
5630a6ab-d02d-4b88-beda-d3b5f2eb269a,Reg Code,,Misc,Reg Code,Coded,,,,,,,,,,,
a5cbfe31-3c53-49ca-84f6-8c8c946ba2b0,Age (Completed Years),,Misc,Age (Completed Years),Numeric,,,,,,,,,,,
ee50a4f3-ee1a-404e-8672-d3e520a21e52,Age (years),,Misc,Age (years),Numeric,,,,,,,,,,,
f210f955-4ca1-4772-b045-b1fd9211214e,Gender.,,Misc,Gender.,Coded,,,,,,,,,,,
f210f955-4ca1-4772-b045-b1fd9211214e,Gender.,,Misc,Gender.,Coded,,,,,,,,,,,
f210f955-4ca1-4772-b045-b1fd9211214e,Gender.,,Misc,Gender.,Coded,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
0cd2c500-397f-4d72-b7af-1ca34105868d,Caste new,,Misc,Caste new,Text,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
4427af7e-6a76-4980-a038-ae4a3ec0d7aa,Gender,,Misc,Gender,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
fd10fba0-80e0-4417-ab01-ba087ac05465,Caste Category New,,Misc,Caste Category New,Coded,,,,,,,,,,,
35116fd5-6468-4c40-9419-a2093f9d9419,Caste,,Misc,Caste,Text,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
9a868517-de1b-433e-bad2-20b9b089366d,Caste.,,Misc,Caste.,Coded,,,,,,,,,,,
bff908da-6e86-407b-991a-128be4fb31d1,TB Survey Family Number,,Misc,TB Survey Family Number,Numeric,,,,,,,,,,,
51c2341a-972b-4c6c-8a7f-e51c638a7a13,Camp Date,,Misc,Camp Date,Date,,,,,,,,,,,
ebd58acd-5e56-4bfc-ba1c-3870f57f11e2,Date of Confirmed Diagnosis,,Misc,Date of Confirmed Diagnosis,Date,,,,,,,,,,,
adac3441-95d8-47ef-ad3e-bcb7644f0627,Date of Starting ATT,,Misc,Date of Starting ATT,Date,,,,,,,,,,,
8f94a65e-77cb-4d0b-9ccd-d82c5d09f717,TB Registry Number (Given by Saukhi Bhaiya),,Misc,TB Registry Number (Given by Saukhi Bhaiya),Text,,,,,,,,,,,
a52a64d8-2f50-433f-853f-2d1299a73a33,TB Study ID (TBS001 to TBS999),,Misc,TB Study ID (TBS001 to TBS999),Text,,,,,,,,,,,
12890538-4c49-42c1-bee6-71fdac97bfe7,Date of Enrollment in study,,Misc,Date of Enrollment in study,Date,,,,,,,,,,,
09c9b7f7-08f1-4423-910f-1bf0117a3953,Date of Treatment Start,,Misc,Date of Treatment Start,Date,,,,,,,,,,,
a73ec641-fa2c-483b-993b-d8a24bb348dc,Diagnosis Confirmed at,,Misc,Diagnosis Confirmed at,Coded,,,,,,,,,,,
a73ec641-fa2c-483b-993b-d8a24bb348dc,Diagnosis Confirmed at,,Misc,Diagnosis Confirmed at,Coded,,,,,,,,,,,
a73ec641-fa2c-483b-993b-d8a24bb348dc,Diagnosis Confirmed at,,Misc,Diagnosis Confirmed at,Coded,,,,,,,,,,,
a73ec641-fa2c-483b-993b-d8a24bb348dc,Diagnosis Confirmed at,,Misc,Diagnosis Confirmed at,Coded,,,,,,,,,,,
1a247097-a922-4f92-8297-4ea43be72e0c,Type of Ration Selected by Patient,,Misc,Type of Ration Selected by Patient,Coded,,,,,,,,,,,
1a247097-a922-4f92-8297-4ea43be72e0c,Type of Ration Selected by Patient,,Misc,Type of Ration Selected by Patient,Coded,,,,,,,,,,,
1a247097-a922-4f92-8297-4ea43be72e0c,Type of Ration Selected by Patient,,Misc,Type of Ration Selected by Patient,Coded,,,,,,,,,,,
9d5c8d17-f186-4fe3-bcf8-5ee946f8591d,Type of Ration Selected by Family Members,,Misc,Type of Ration Selected by Family Members,Coded,,,,,,,,,,,
9d5c8d17-f186-4fe3-bcf8-5ee946f8591d,Type of Ration Selected by Family Members,,Misc,Type of Ration Selected by Family Members,Coded,,,,,,,,,,,
9d5c8d17-f186-4fe3-bcf8-5ee946f8591d,Type of Ration Selected by Family Members,,Misc,Type of Ration Selected by Family Members,Coded,,,,,,,,,,,
b9a840f8-0bc3-4cd3-8caf-93be99cb5ad2,Cluster,,Misc,Cluster,Coded,,,,,,,,,,,
b9a840f8-0bc3-4cd3-8caf-93be99cb5ad2,Cluster,,Misc,Cluster,Coded,,,,,,,,,,,
b9a840f8-0bc3-4cd3-8caf-93be99cb5ad2,Cluster,,Misc,Cluster,Coded,,,,,,,,,,,
b9a840f8-0bc3-4cd3-8caf-93be99cb5ad2,Cluster,,Misc,Cluster,Coded,,,,,,,,,,,
de4afbdb-ed06-479e-a9ef-09e7c6078593,Type of Follow Up for Medicines,,Misc,Type of Follow Up for Medicines,Coded,,,,,,,,,,,
de4afbdb-ed06-479e-a9ef-09e7c6078593,Type of Follow Up for Medicines,,Misc,Type of Follow Up for Medicines,Coded,,,,,,,,,,,
de4afbdb-ed06-479e-a9ef-09e7c6078593,Type of Follow Up for Medicines,,Misc,Type of Follow Up for Medicines,Coded,,,,,,,,,,,
de4afbdb-ed06-479e-a9ef-09e7c6078593,Type of Follow Up for Medicines,,Misc,Type of Follow Up for Medicines,Coded,,,,,,,,,,,
cb549d98-5890-4182-a930-70939b0c0e33,Date of diagnosis,,Misc,Date of diagnosis,Date,,,,,,,,,,,
17c36d6b-15e9-467e-9aa8-0ccc5903a80b,Type of Thyroidism,,Misc,Type of Thyroidism,Coded,,,,,,,,,,,
17c36d6b-15e9-467e-9aa8-0ccc5903a80b,Type of Thyroidism,,Misc,Type of Thyroidism,Coded,,,,,,,,,,,
677b90f4-aba1-47d0-8f8a-4d0ead1288b0,Name of subcategory of disease,,Misc,Name of subcategory of disease,Text,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
696141f9-3bf2-434b-a00b-ac19d3303985,What is the health issue (Illness / Major symptoms),,Misc,What is the health issue (Illness / Major symptoms),Coded,,,,,,,,,,,
ca06eb35-81bc-4df9-a7b6-9f60221079a0,"Other health issue, please specify",,Misc,"Other health issue, please specify",Text,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
a0b2a0bd-7718-4d12-9f12-435ac67214ce,Lab Investigations,,Misc,Lab Investigations,Coded,,,,,,,,,,,
fea12c03-b66b-4bd8-bbfd-902b1ad676d6,"Other Lab Investigations, please specify",,Misc,"Other Lab Investigations, please specify",Text,,,,,,,,,,,
73c35532-59e1-4585-b57f-6c42f1dcceb7,Upt,,Misc,Upt,Coded,,,,,,,,,,,
73c35532-59e1-4585-b57f-6c42f1dcceb7,Upt,,Misc,Upt,Coded,,,,,,,,,,,
580f7810-fe5b-4877-aa46-bc175c943f21,Malaria Slide,,Misc,Malaria Slide,Coded,,,,,,,,,,,
580f7810-fe5b-4877-aa46-bc175c943f21,Malaria Slide,,Misc,Malaria Slide,Coded,,,,,,,,,,,
336aa9cb-ce51-4453-a90c-a1bf50bffcca,Malaria rdk,,Misc,Malaria rdk,Coded,,,,,,,,,,,
336aa9cb-ce51-4453-a90c-a1bf50bffcca,Malaria rdk,,Misc,Malaria rdk,Coded,,,,,,,,,,,
336aa9cb-ce51-4453-a90c-a1bf50bffcca,Malaria rdk,,Misc,Malaria rdk,Coded,,,,,,,,,,,
336aa9cb-ce51-4453-a90c-a1bf50bffcca,Malaria rdk,,Misc,Malaria rdk,Coded,,,,,,,,,,,
6f2ffe10-0f9a-4966-85de-1577fecb5d35,Treatment,,Misc,Treatment,QuestionGroup,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
be8e652e-fc6b-45e9-8110-0c6367785465,Medicine,,Misc,Medicine,Coded,,,,,,,,,,,
